Date,B,A,ratio,Price,Open,High,Low,Vol.,Change %,kimchi_premium
2019-06-10,9454000,7627.57,1239.4510964828903,"1,183.02",1181.76,"1,188.04","1,180.05",,0.17%,0.048817946522889955
2019-06-11,9633000,7981.0,1206.9916050620222,"1,178.21",1184.02,"1,186.06","1,178.23",,-0.41%,0.01940136573877327
2019-06-12,9648000,7884.9,1223.6046113457369,"1,183.35",1179.21,"1,185.28","1,177.99",,0.44%,0.03764775684206967
2019-06-13,9744000,8127.64,1198.8719972833442,"1,182.32",1183.53,"1,187.56","1,181.35",,-0.09%,0.012962913727023517
2019-06-14,10023000,8216.44,1219.871379818997,"1,186.78",1183.32,"1,188.40","1,181.63",,0.38%,0.030888838031130295
2019-06-17,10928000,8953.0,1220.5964481179492,"1,185.55",1186.89,"1,188.33","1,184.63",,-0.10%,0.02839896546263687
2019-06-18,10936000,9312.13,1174.382230488621,"1,173.87",1185.45,"1,188.01","1,173.44",,-0.99%,-0.009336344435766253
2019-06-19,10964000,9081.97,1207.227066374366,"1,171.48",1174.87,"1,178.96","1,171.35",,-0.20%,0.027540975915944843
2019-06-20,10978000,9253.76,1186.3285842727712,"1,158.52",1172.48,"1,173.94","1,156.15",,-1.11%,0.01181136076757916
2019-06-21,11495000,9518.06,1207.7040909597124,"1,158.20",1159.42,"1,164.80","1,156.68",,-0.03%,0.0416450388640115
2019-06-24,12807000,10905.95,1174.3131043146172,"1,153.67",1159.31,"1,161.36","1,154.05",,-0.39%,0.0129414085228432
2019-06-25,13267000,11056.59,1199.9178770308024,"1,155.17",1154.67,"1,157.27","1,152.68",,0.13%,0.03918684735101996
2019-06-26,15060000,11821.28,1273.973715198354,"1,153.67",1156.17,"1,160.72","1,151.89",,-0.13%,0.1018913440050806
2019-06-27,14504000,13098.38,1107.312507348237,"1,157.00",1154.53,"1,159.03","1,153.05",,0.29%,-0.040897588327512446
2019-06-28,14459000,11329.99,1276.17058797051,"1,155.38",1157.15,"1,159.06","1,153.84",,-0.14%,0.1028566633284449
2019-07-01,13681000,10854.1,1260.4453616605706,"1,160.77",1156.43,"1,165.06","1,148.70",,0.47%,0.08994522942207528
2019-07-02,12426000,10624.9,1169.5168895707254,"1,166.47",1161.77,"1,168.61","1,160.32",,0.49%,0.006668178357786436
2019-07-03,13327000,10844.98,1228.8634926021073,"1,169.72",1167.47,"1,172.92","1,165.60",,0.28%,0.05258678390203375
2019-07-04,14159000,11940.0,1185.8458961474037,"1,167.34",1170.72,"1,171.74","1,166.90",,-0.20%,0.012920165494228808
2019-07-05,13181000,11145.67,1182.6117227587035,"1,174.59",1168.34,"1,176.13","1,167.52",,0.62%,0.012215384869732837
2019-07-08,13950000,11410.0,1222.6117440841367,"1,179.94",1175.02,"1,182.58","1,174.63",,0.46%,0.04050292257505128
2019-07-09,14871000,12238.6,1215.0899612700798,"1,182.22",1180.92,"1,184.45","1,178.07",,0.19%,0.028935034778037272
2019-07-10,15308000,12548.51,1219.905789611675,"1,175.57",1183.22,"1,183.48","1,175.18",,-0.56%,0.0310050452254651
