Date,B,A,ratio,Price,Open,High,Low,Vol.,Change %,kimchi_premium
2021-01-04,36634000,33000.05,1110.119530121924,"1,086.48",1085.73,"1,088.30","1,080.02",,0.16%,0.022463715769043935
2021-01-05,35596000,31989.75,1112.73142178354,"1,086.42",1086.69,"1,090.33","1,082.04",,-0.01%,0.023963984009736095
2021-01-06,38864000,33949.53,1144.7581159444624,"1,087.93",1087.4,"1,089.79","1,083.91",,0.14%,0.05274794550713846
2021-01-07,41718000,36769.36,1134.5859704928234,"1,094.28",1088.03,"1,096.78","1,085.42",,0.58%,0.042789234205696136
2021-01-08,44274000,39432.48,1122.7800026779953,"1,092.93",1094.35,"1,099.21","1,088.79",,-0.12%,0.02597889402658682
2021-01-11,39873000,38150.02,1045.1632790756073,"1,097.23",1093.01,"1,101.05","1,092.73",,0.39%,-0.04377519045973288
2021-01-12,40118000,35410.37,1132.9449536957677,"1,094.48",1097.38,"1,103.46","1,092.97",,-0.25%,0.03240896835714846
2021-01-13,38416000,34049.15,1128.2513660399743,"1,097.12",1094.6,"1,099.33","1,092.37",,0.24%,0.030743071478142037
2021-01-14,42224000,37371.38,1129.848563258836,"1,095.88",1098.11,"1,103.42","1,093.93",,-0.11%,0.028902899763080248
2021-01-15,41699000,39145.21,1065.2388887427096,"1,103.27",1096.04,"1,105.33","1,094.93",,0.67%,-0.028102178074970174
2021-01-18,39860000,35824.99,1112.6311549563588,"1,102.52",1104.26,"1,108.42","1,102.28",,-0.07%,0.007580782566025013
2021-01-19,40323000,36622.46,1101.0456424827823,"1,101.44",1104.18,"1,106.17","1,100.20",,-0.10%,-0.0028386291340340986
2021-01-20,39185000,35901.94,1091.4451976689838,"1,096.35",1102.44,"1,103.39","1,096.88",,-0.46%,-0.00997315258065401
2021-01-21,37412000,35468.23,1054.8031294485234,"1,099.88",1097.35,"1,102.67","1,096.59",,0.32%,-0.03877237941538847
2021-01-22,35059000,30851.99,1136.3610580711324,"1,105.41",1099.97,"1,107.29","1,098.95",,0.50%,0.033083682346911614
2021-01-25,36807000,32259.45,1140.9679954245964,"1,102.58",1105.54,"1,105.92","1,100.05",,-0.26%,0.032045873893840504
2021-01-26,35574000,32254.19,1102.926472498612,"1,101.02",1102.69,"1,108.24","1,100.47",,-0.14%,0.00021445056961777453
2021-01-27,34904000,32464.01,1075.1598462420386,"1,108.38",1102.01,"1,109.90","1,100.87",,0.67%,-0.024364709719477462
2021-01-28,34601000,30362.19,1139.6081771440072,"1,112.52",1108.42,"1,121.36","1,107.49",,0.37%,0.02813750847513319
2021-01-29,38652000,33368.18,1158.3490618906994,"1,117.64",1113.24,"1,121.76","1,112.15",,0.46%,0.04052051838839721
2021-02-01,37864000,33092.97,1144.1704990516112,"1,116.51",1118.43,"1,120.98","1,115.55",,-0.10%,0.02301485032734374
2021-02-02,37342000,33517.09,1114.1182005955768,"1,115.37",1117.44,"1,119.70","1,113.65",,-0.10%,-0.0029726870386089788
2021-02-03,38565000,35472.71,1087.1737738672912,"1,113.46",1115.51,"1,117.25","1,111.80",,-0.17%,-0.02540203685552689
2021-02-04,39779000,37620.26,1057.382378537522,"1,120.00",1113.58,"1,122.74","1,112.48",,0.59%,-0.050465724476443374
2021-02-05,39988000,36936.65,1082.61036125366,"1,116.77",1120.11,"1,127.85","1,116.22",,-0.29%,-0.033478532239101466
2021-02-08,42251000,38795.69,1089.0642749233225,"1,115.61",1117.76,"1,122.17","1,116.05",,-0.10%,-0.025672528160497365
2021-02-09,49794000,46374.86,1073.728308829396,"1,110.88",1117.31,"1,118.75","1,110.08",,-0.42%,-0.03900590809229665
2021-02-10,48889000,46420.42,1053.1787519371862,"1,105.48",1111.01,"1,114.16","1,103.59",,-0.49%,-0.052052860066798434
2021-02-11,48552000,44807.58,1083.5666643902662,"1,102.12",1106.48,"1,108.02","1,102.05",,-0.30%,-0.020708314302774422
2021-02-12,51096000,47968.66,1065.1954838846864,"1,102.59",1103.12,"1,107.59","1,101.73",,0.04%,-0.034379320577374695
2021-02-15,51918000,48580.47,1068.701064440093,"1,101.31",1104.37,"1,106.00","1,100.70",,-0.12%,-0.03229799393310839
2021-02-16,53843000,47911.1,1123.810557469981,"1,106.58",1102.31,"1,109.55","1,096.91",,0.48%,0.01950500083459361
2021-02-17,56726000,49133.45,1154.529144605152,"1,105.61",1107.58,"1,110.81","1,104.49",,-0.09%,0.04238894220295775
2021-02-18,57005000,52117.67,1093.7749135753768,"1,106.96",1106.5,"1,110.15","1,103.19",,0.12%,-0.01150030404394331
2021-02-19,58500000,51552.61,1134.7631089871104,"1,104.27",1107.08,"1,111.28","1,102.22",,-0.24%,0.025005518108095703
2021-02-22,63782000,57412.35,1110.9456414865442,"1,111.59",1106.02,"1,116.10","1,102.83",,0.66%,0.004453483197902619
2021-02-23,52350000,54087.67,967.8730845680726,"1,110.13",1112.58,"1,114.81","1,108.24",,-0.13%,-0.1300642789120129
2021-02-24,56555000,48891.0,1156.756867317093,"1,107.27",1110.22,"1,113.75","1,106.08",,-0.26%,0.04191679785726521
2021-02-25,56615000,49676.21,1139.6803419584546,"1,118.77",1107.54,"1,121.61","1,105.70",,1.04%,0.02901957668206534
2021-02-26,52961000,47073.73,1125.0648716385974,"1,123.89",1119.47,"1,130.33","1,118.41",,0.46%,0.004997786129683934
2021-03-01,53500000,45134.11,1185.3562638102312,"1,113.33",1124.89,"1,125.15","1,113.09",,-0.94%,0.05375304590691643
2021-03-02,55750000,49595.76,1124.088026879717,"1,125.01",1113.53,"1,128.28","1,102.06",,1.05%,0.009481582786020182
2021-03-03,57602000,48436.61,1189.2244316850415,"1,126.05",1125.29,"1,128.05","1,116.95",,0.09%,0.05681596005033507
2021-03-04,57664000,50349.37,1145.2774880797913,"1,130.87",1127.05,"1,133.06","1,123.36",,0.43%,0.01617274129789381
2021-03-05,54802000,48374.09,1132.8791921460436,"1,128.00",1131.03,"1,137.27","1,124.04",,-0.25%,0.0016349629506233754
2021-03-08,57599000,50959.11,1130.2983902191384,"1,140.83",1128.85,"1,144.07","1,127.06",,1.14%,0.0012830670320578275
2021-03-09,61750000,52375.18,1178.9935614541089,"1,134.91",1141.83,"1,144.85","1,133.38",,-0.52%,0.032547368219532746
2021-03-10,63000000,54874.67,1148.0706854364682,"1,135.91",1135.91,"1,145.60","1,135.31",,0.09%,0.010705676890306659
2021-03-11,63408000,55851.59,1135.2944473022164,"1,130.35",1136.91,"1,140.99","1,128.90",,-0.49%,-0.0014210031557323477
2021-03-12,65552000,57773.15,1134.6447268324473,"1,136.00",1130.85,"1,139.35","1,127.27",,0.50%,0.003355641183576452
2021-03-15,66521000,58976.08,1127.9318666143968,"1,132.35",1136.5,"1,138.78","1,130.92",,-0.32%,-0.007539052693007697
2021-03-16,65054000,55605.2,1169.9265536316748,"1,129.00",1132.85,"1,135.91","1,128.14",,-0.30%,0.03272856391550061
2021-03-17,64671000,56900.74,1136.5581537252417,"1,121.21",1129.93,"1,134.31","1,120.65",,-0.69%,0.00586598614537337
2021-03-18,67491000,58912.97,1145.6051188728052,"1,127.75",1121.91,"1,131.30","1,120.04",,0.58%,0.02112033841645511
2021-03-19,68008000,57641.0,1179.8546173730504,"1,129.12",1128.25,"1,134.80","1,125.31",,0.12%,0.04573863715758941
2021-03-22,67399000,57351.56,1175.190352276381,"1,126.00",1129.47,"1,134.01","1,125.61",,-0.28%,0.040479474688465356
2021-03-23,64594000,54083.25,1194.3439049983128,"1,132.90",1126.49,"1,134.48","1,125.02",,0.61%,0.06023480456844954
2021-03-24,67270000,54342.8,1237.8824793716922,"1,134.90",1133.4,"1,135.96","1,130.24",,0.18%,0.0921850003279443
2021-03-25,64425000,52303.66,1231.7493651495895,"1,135.12",1135.4,"1,138.02","1,131.93",,0.02%,0.0848594021046234
2021-03-26,64830000,51293.78,1263.8959343608524,"1,128.52",1135.24,"1,136.09","1,128.07",,-0.58%,0.11332928223182082
2021-03-29,68111000,55777.65,1221.11634319481,"1,131.56",1128.95,"1,136.41","1,128.77",,0.27%,0.08163899481359671
2021-03-30,69480000,57635.46,1205.507859224165,"1,132.59",1132.56,"1,136.29","1,131.42",,0.09%,0.06440970829286319
2021-03-31,70602000,58746.57,1201.8063352464662,"1,127.17",1133.54,"1,134.68","1,125.32",,-0.48%,0.06022401966094382
2021-04-01,72071000,58739.46,1226.960547475241,"1,128.72",1127.96,"1,133.82","1,125.31",,0.14%,0.08776955519277352
2021-04-02,74045000,58720.45,1260.974668961154,"1,128.64",1128.86,"1,130.38","1,126.29",,-0.01%,0.11703370565097027
2021-04-05,74919000,58202.01,1287.2235855771992,"1,124.18",1129.69,"1,130.03","1,122.45",,-0.40%,0.13944850850870516
2021-04-06,78227000,59129.99,1322.9665690794131,"1,119.17",1125.04,"1,125.68","1,116.57",,-0.45%,0.17592847283599977
2021-04-07,73849000,57990.03,1273.4775270852592,"1,119.03",1119.29,"1,120.36","1,114.67",,-0.01%,0.1377547615767667
2021-04-08,72499000,55953.44,1295.7022838988987,"1,115.83",1119.2,"1,121.56","1,114.59",,-0.29%,0.15770397060301877
2021-04-09,73675000,58077.52,1268.5631204638216,"1,120.98",1116.75,"1,122.58","1,113.15",,0.46%,0.13594190325840305
2021-04-12,78411000,59998.8,1306.8761375227505,"1,124.32",1121.77,"1,127.28","1,120.29",,0.30%,0.16501255829871586
2021-04-13,80895000,59860.01,1351.4030485460994,"1,121.37",1125.23,"1,128.42","1,120.38",,-0.26%,0.20100161615500767
2021-04-14,81000000,63575.01,1274.0855251143491,"1,116.08",1121.55,"1,123.91","1,112.09",,-0.47%,0.13600421302157661
2021-04-15,79380000,62959.53,1260.8099202773592,"1,116.68",1116.26,"1,119.82","1,113.01",,0.05%,0.12949484911880682
2021-04-16,78985000,63158.74,1250.5790964164264,"1,116.50",1116.85,"1,121.57","1,113.06",,-0.02%,0.11973774134075876
2021-04-19,73042000,56150.01,1300.836811961387,"1,115.33",1117.05,"1,120.26","1,112.94",,-0.10%,0.1645287247315581
2021-04-20,69204000,55633.14,1243.9348201449711,"1,117.28",1115.51,"1,119.74","1,110.29",,0.17%,0.11512655211066791
2021-04-21,69227000,56425.0,1226.885245901639,"1,116.35",1117.45,"1,121.61","1,114.78",,-0.08%,0.09793301346963101
2021-04-22,63983000,53787.62,1189.548821829261,"1,118.79",1116.7,"1,121.69","1,114.13",,0.22%,0.06523580355445602
2021-04-23,56893000,51690.95,1100.6375390663163,"1,114.72",1120.18,"1,121.54","1,113.94",,-0.36%,-0.017445822040818237
2021-04-26,62726000,49066.76,1278.3807204714556,"1,110.27",1115.85,"1,116.95","1,108.96",,-0.40%,0.14565642377690158
2021-04-27,63874000,54001.38,1182.8216241881228,"1,113.33",1110.44,"1,114.55","1,108.27",,0.28%,0.06518283219995924
2021-04-28,62951000,55011.97,1144.314591897,"1,109.88",1113.43,"1,115.52","1,108.31",,-0.31%,0.027738242994171047
2021-04-29,63842000,54846.23,1164.0180191054153,"1,107.63",1110.06,"1,111.17","1,105.30",,-0.20%,0.048608200552596514
2021-04-30,64016000,53555.0,1195.3319017832134,"1,117.16",1107.81,"1,119.45","1,106.52",,0.86%,0.07900443377764543
2021-05-03,70667000,56578.21,1249.0144173878955,"1,120.34",1117.76,"1,124.94","1,115.51",,0.28%,0.1174262966897146
2021-05-04,69475000,57169.39,1215.2482298656676,"1,125.77",1120.5,"1,128.92","1,118.84",,0.48%,0.0845588843067091
2021-05-05,68357000,53205.05,1284.7840571524696,"1,124.72",1125.94,"1,128.30","1,122.18",,-0.09%,0.14107683993149678
2021-05-06,69556000,57436.11,1211.0151610197836,"1,120.28",1125.02,"1,127.02","1,119.63",,-0.39%,0.07643878421697714
2021-05-07,67316000,56393.68,1193.6798591615232,"1,111.23",1120.45,"1,123.67","1,109.48",,-0.81%,0.0653575430956519
2021-05-10,71451000,58240.83,1226.8197414082183,"1,116.68",1112.97,"1,118.10","1,110.49",,0.49%,0.10229363002436576
2021-05-11,69413000,55816.14,1243.6008652694363,"1,119.58",1116.83,"1,122.39","1,114.95",,0.26%,0.11350954511379219
2021-05-12,69846000,56670.02,1232.503535379024,"1,132.73",1119.67,"1,133.94","1,118.74",,1.17%,0.10077392033279797
2021-05-13,62791000,49537.15,1267.5537450176282,"1,126.73",1132.92,"1,136.13","1,126.17",,-0.53%,0.11883782175054569
2021-05-14,62300000,49671.92,1254.2297539535416,"1,125.79",1126.89,"1,131.31","1,125.23",,-0.08%,0.11300105063807608
2021-05-17,55795000,46426.83,1201.7835376656128,"1,136.73",1126.52,"1,139.74","1,125.95",,0.97%,0.0668106537528077
2021-05-18,55068000,43538.02,1264.8255478774645,"1,126.93",1136.91,"1,139.74","1,125.64",,-0.86%,0.11251158656134996
2021-05-19,51876000,42849.78,1210.647989324566,"1,131.18",1127.07,"1,133.31","1,124.60",,0.38%,0.07415510068102793
2021-05-20,50334000,36671.23,1372.574631393602,"1,127.66",1131.35,"1,134.41","1,127.17",,-0.31%,0.2132183951859301
2021-05-21,49738000,40525.39,1227.3293360039224,"1,127.63",1127.99,"1,129.36","1,122.24",,0.00%,0.08806756797837068
2021-05-24,44102000,34681.44,1271.6311664106215,"1,123.48",1127.86,"1,129.60","1,122.80",,-0.37%,0.12747252886938232
2021-05-25,46323000,38810.99,1193.5536815731834,"1,122.36",1123.6,"1,126.55","1,120.35",,-0.10%,0.062258527566023014
2021-05-26,48255000,38324.72,1259.1090032751706,"1,116.61",1122.54,"1,123.49","1,114.67",,-0.51%,0.1216607009774
2021-05-27,46747000,39241.92,1191.2516003294436,"1,118.55",1116.79,"1,120.32","1,115.07",,0.17%,0.06667466607817363
2021-05-28,43994000,38529.99,1141.8118717393909,"1,113.08",1118.72,"1,119.35","1,112.86",,-0.49%,0.020641332718992045
2021-05-31,42939000,35641.26,1204.7553874357975,"1,106.58",1113.83,"1,117.42","1,106.50",,-0.58%,0.08163309251483408
2021-06-01,43130000,37253.82,1157.7336230217466,"1,108.38",1108.08,"1,110.59","1,104.69",,0.16%,0.04481050377386708
2021-06-02,43474000,36694.85,1184.7439082051023,"1,110.92",1108.49,"1,114.81","1,106.78",,0.23%,0.06879079486968975
2021-06-03,44968000,37568.68,1196.9544844269217,"1,116.46",1111.1,"1,118.82","1,108.86",,0.50%,0.07726980868231648
2021-06-04,43565000,39246.78,1110.027370398285,"1,110.52",1116.64,"1,119.51","1,108.77",,-0.53%,-0.005921899270772246
2021-06-07,41684000,35796.31,1164.477567659907,"1,110.62",1110.68,"1,114.53","1,109.07",,0.01%,0.0484366042963833
2021-06-08,38155000,33556.96,1137.021947160887,"1,117.72",1110.8,"1,118.81","1,108.99",,0.64%,0.0236063622262217
2021-06-09,39090000,33380.8,1171.032449791497,"1,115.61",1117.72,"1,119.02","1,112.30",,-0.19%,0.047697500081860245
2021-06-10,42162000,37388.05,1127.6865201581788,"1,112.32",1117.03,"1,119.26","1,111.93",,-0.29%,0.009540048305040072
2021-06-11,42945000,36677.83,1170.870795791354,"1,116.40",1112.56,"1,118.54","1,109.25",,0.37%,0.05241137178341315
2021-06-14,45104000,39020.56,1155.9034519238064,"1,116.33",1116.55,"1,120.05","1,114.45",,-0.01%,0.03524557961918995
2021-06-15,45850000,40516.28,1131.643872537163,"1,117.09",1117.33,"1,119.39","1,116.14",,0.07%,0.012810783329153308
2021-06-16,46123000,40143.8,1148.944544363015,"1,132.68",1118.09,"1,137.17","1,115.74",,1.40%,0.027595760952172865
2021-06-17,45675000,38349.0,1191.0349683172965,"1,134.30",1132.84,"1,137.00","1,127.35",,0.14%,0.051370862890873115
2021-06-18,44261000,38092.97,1161.9204278374723,"1,134.94",1134.47,"1,138.14","1,128.06",,0.06%,0.024196697874313333
2021-06-21,38944000,35600.17,1093.9273604592338,"1,131.40",1135.24,"1,139.47","1,130.91",,-0.31%,-0.03639110632180531
2021-06-22,37024000,31614.12,1171.1222706815815,"1,133.57",1131.57,"1,138.81","1,130.35",,0.19%,0.03495344581562043
2021-06-23,38717000,32509.56,1190.9419875261308,"1,135.85",1133.73,"1,138.63","1,131.17",,0.20%,0.05046350323809978
2021-06-24,38714000,33675.07,1149.6338389200082,"1,130.78",1136.03,"1,138.69","1,129.97",,-0.45%,0.011974894078508713
2021-06-25,39756000,34663.08,1146.92635507289,"1,127.12",1131.87,"1,133.10","1,124.10",,-0.32%,0.013302194662717426
2021-06-28,40171000,34702.49,1157.5826403235042,"1,130.04",1127.34,"1,132.68","1,126.58",,0.26%,0.026826547734937423
2021-06-29,40583000,34494.89,1176.4930979632056,"1,131.62",1130.21,"1,134.77","1,127.65",,0.14%,0.04095088343157971
2021-06-30,40163000,35911.72,1118.3814086320565,"1,130.48",1131.8,"1,132.89","1,125.59",,-0.10%,-0.011855973995355651
2021-07-01,39172000,35045.0,1117.7628763018974,"1,134.33",1130.63,"1,135.98","1,128.28",,0.34%,-0.01138049025596588
2021-07-02,39072000,33502.33,1166.247243102196,"1,130.53",1134.51,"1,138.60","1,129.60",,-0.33%,0.02797440578064192
2021-07-05,40009000,35288.13,1133.780679225564,"1,130.42",1130.77,"1,132.72","1,128.13",,-0.01%,0.0026625036263465685
2021-07-06,40562000,33690.15,1203.9720808604295,"1,136.75",1130.59,"1,139.97","1,129.03",,0.56%,0.06490600559038162
2021-07-07,40407000,34220.02,1180.800011221501,"1,141.50",1136.93,"1,144.27","1,135.03",,0.42%,0.038586378423914436
2021-07-08,38737000,33862.11,1143.9629721833635,"1,146.59",1141.65,"1,151.69","1,139.55",,0.45%,0.0020259906130279948
2021-07-09,38809000,32875.71,1180.476406441108,"1,143.73",1146.81,"1,150.52","1,143.18",,-0.25%,0.029356568604309574
2021-07-12,40165000,34259.0,1172.3926559444233,"1,146.85",1145.31,"1,150.06","1,144.18",,0.27%,0.023646572495152673
2021-07-13,39066000,33086.94,1180.7075540983844,"1,149.94",1147.18,"1,152.90","1,141.21",,0.27%,0.029226062255604424
2021-07-14,37704000,32729.12,1152.0016425739525,"1,144.22",1150.11,"1,152.27","1,142.63",,-0.50%,0.001644749262203371
2021-07-15,38115000,32820.03,1161.3334905543963,"1,141.59",1144.36,"1,148.31","1,138.93",,-0.23%,0.014832299760911383
2021-07-16,37167000,31874.49,1166.042186086742,"1,141.51",1141.77,"1,144.28","1,137.99",,-0.01%,0.0212583848645016
2021-07-19,37323000,31778.57,1174.4707203628109,"1,150.83",1142.5,"1,155.59","1,141.85",,0.82%,0.027983125044035884
2021-07-20,35260000,30839.65,1143.3333387376315,"1,147.47",1151.92,"1,153.07","1,146.55",,-0.29%,-0.007454216666407887
2021-07-21,36441000,29790.34,1223.248878663352,"1,149.31",1148.46,"1,156.44","1,147.07",,0.16%,0.06512101306388707
2021-07-22,37958000,32144.51,1180.8548333759015,"1,150.55",1149.48,"1,153.12","1,146.85",,0.11%,0.02729480580427812
2021-07-23,37899000,32287.58,1173.7950010499392,"1,151.52",1150.86,"1,155.41","1,147.15",,0.08%,0.01992857606480314
2021-07-26,44360000,35381.02,1253.7795688196668,"1,152.54",1152.12,"1,157.24","1,151.26",,0.09%,0.08823696213907128
2021-07-27,43082000,37241.33,1156.8330132140825,"1,154.25",1152.71,"1,158.65","1,148.86",,0.15%,0.00357680007467831
2021-07-28,45864000,39456.61,1162.3907882608262,"1,150.27",1154.44,"1,159.96","1,149.24",,-0.34%,0.00688713857872747
2021-07-29,46201000,40019.57,1154.4601803567605,"1,143.12",1150.44,"1,152.12","1,140.48",,-0.62%,0.003494471990508341
2021-07-30,44806000,40018.49,1119.632449900034,"1,151.41",1143.3,"1,154.78","1,142.04",,0.73%,-0.020701084667161584
2021-08-02,45941000,39850.27,1152.8403697139318,"1,150.18",1151.9,"1,154.60","1,148.52",,-0.11%,0.0008163640193867838
2021-08-03,45115000,39146.86,1152.4551394415796,"1,148.44",1150.35,"1,153.91","1,146.59",,-0.15%,0.001829999079914435
2021-08-04,44195000,38207.04,1156.7239964153202,"1,144.76",1148.63,"1,149.72","1,140.02",,-0.32%,0.007046652460165781
2021-08-05,44827000,39723.17,1128.4849623028576,"1,142.59",1144.94,"1,146.84","1,140.62",,-0.19%,-0.0143719650786438
2021-08-06,47267000,40862.46,1156.7340781734629,"1,144.93",1142.94,"1,148.29","1,140.15",,0.20%,0.012068943403383159
2021-08-09,50639000,43794.36,1156.290444705665,"1,146.89",1145.93,"1,148.86","1,142.35",,0.17%,0.009041079913838512
2021-08-10,53055000,46248.87,1147.163163121607,"1,152.70",1147.07,"1,154.29","1,145.78",,0.51%,8.121834029939379e-05
2021-08-11,53120000,45585.0,1165.295601623341,"1,153.98",1152.9,"1,159.69","1,151.89",,0.11%,0.01075167111053954
2021-08-12,52386000,45510.67,1151.0707269306297,"1,162.98",1154.16,"1,166.15","1,152.96",,0.78%,-0.0026766419468448044
2021-08-13,53478000,44400.06,1204.4578318137408,"1,161.37",1163.16,"1,171.15","1,160.38",,-0.14%,0.03550485901659339
2021-08-16,54562000,46973.82,1161.5406198601688,"1,165.28",1162.37,"1,168.81","1,161.46",,0.34%,-0.0007135250736263199
2021-08-17,53926000,45901.3,1174.8251138856633,"1,177.30",1165.45,"1,179.80","1,164.60",,1.03%,0.008044200854316674
2021-08-18,53600000,44695.95,1199.2137990131098,"1,170.03",1177.44,"1,179.94","1,166.89",,-0.62%,0.018492491348272244
2021-08-19,52830000,44699.37,1181.8958522234204,"1,176.28",1170.28,"1,178.40","1,169.66",,0.53%,0.00992570344141619
2021-08-20,55148000,46760.62,1179.368451487598,"1,175.15",1176.46,"1,184.85","1,171.21",,-0.10%,0.002472206014312306
2021-08-23,58440000,49239.22,1186.8587682745583,"1,169.36",1175.24,"1,177.56","1,167.43",,-0.49%,0.009886294096999926
2021-08-24,57605000,49488.85,1163.999567579364,"1,163.65",1169.06,"1,171.57","1,163.10",,-0.49%,-0.004328633620717337
2021-08-25,55188000,47674.01,1157.611872800295,"1,163.87",1164.02,"1,169.37","1,162.92",,0.02%,-0.005505169326734061
2021-08-26,55200000,48973.32,1127.144330831563,"1,170.53",1164.05,"1,172.01","1,162.97",,0.57%,-0.031704539468611403
2021-08-27,55577000,46843.86,1186.430836399904,"1,161.23",1170.71,"1,174.77","1,160.89",,-0.79%,0.013428463411010227
2021-08-30,56557000,48767.84,1159.7191919920997,"1,164.34",1162.33,"1,167.71","1,161.88",,0.27%,-0.0022461848252219863
2021-08-31,55981000,46982.91,1191.5183627408348,"1,158.73",1166.07,"1,167.43","1,155.18",,-0.48%,0.021824043788824854
2021-09-01,55310000,47100.89,1174.2877894663986,"1,155.47",1158.95,"1,160.64","1,154.54",,-0.28%,0.013234211541825358
2021-09-02,57938000,48810.51,1186.9984558653452,"1,158.05",1156.08,"1,162.44","1,155.05",,0.22%,0.02674421827671547
2021-09-03,58137000,49246.63,1180.5274797483603,"1,154.28",1158.23,"1,159.71","1,152.54",,-0.33%,0.019251340190083344
2021-09-06,59571000,51756.88,1150.9774159493386,"1,157.04",1155.75,"1,159.97","1,154.53",,0.24%,-0.004129425957742905
2021-09-07,59876000,52666.2,1136.896149712719,"1,161.98",1157.33,"1,166.02","1,155.00",,0.43%,-0.01765602748332873
2021-09-08,55091000,46868.57,1175.4359051278927,"1,166.54",1162.16,"1,168.83","1,161.15",,0.39%,0.011423474502557873
2021-09-09,55250000,46048.31,1199.8268774684675,"1,169.64",1167.14,"1,172.21","1,166.05",,0.27%,0.028005961125886714
2021-09-10,55498000,46395.14,1196.2028781462886,"1,170.23",1169.81,"1,174.13","1,164.83",,0.05%,0.02256167937211062
2021-09-13,54299000,46025.23,1179.7659674921777,"1,172.83",1170.38,"1,177.53","1,170.02",,0.22%,0.008019589784666215
2021-09-14,55306000,44940.72,1230.643389781027,"1,172.23",1173.44,"1,175.20","1,166.38",,-0.05%,0.04874845733998079
2021-09-15,56393000,47103.28,1197.22023604301,"1,166.23",1172.41,"1,174.70","1,164.77",,-0.51%,0.021161740383492056
2021-09-16,57092000,48121.4,1186.4160228089788,"1,175.19",1166.39,"1,176.94","1,165.20",,0.77%,0.01716923396889447
2021-09-17,57461000,47737.81,1203.67901250602,"1,180.69",1175.36,"1,182.81","1,174.23",,0.47%,0.02409390527669819
2021-09-20,55828000,47241.75,1181.7513110754787,"1,185.67",1181.56,"1,192.41","1,181.47",,0.42%,0.00016191397430409538
2021-09-21,53298000,43016.64,1239.0089044611573,"1,183.96",1187.39,"1,188.61","1,182.66",,-0.14%,0.043472578058731504
2021-09-22,52336000,40734.09,1284.820650221964,"1,181.75",1184.41,"1,185.53","1,178.25",,-0.19%,0.08477693553918297
2021-09-23,53530000,43546.37,1229.2643451107406,"1,174.63",1181.99,"1,186.62","1,170.36",,-0.60%,0.03999555420159262
2021-09-24,53757000,44865.26,1198.1876400582544,"1,179.68",1174.83,"1,182.05","1,171.81",,0.43%,0.019881719106810802
2021-09-27,53175000,43160.9,1232.017868024068,"1,177.94",1179.95,"1,182.46","1,173.98",,-0.15%,0.04412718168063745
2021-09-28,51042000,42147.35,1211.0369928358489,"1,187.16",1177.09,"1,188.67","1,176.37",,0.78%,0.02883975977694897
2021-09-29,51483000,41025.01,1254.917427198677,"1,187.11",1188.04,"1,189.26","1,181.20",,0.00%,0.05629223527715976
2021-09-30,52487000,41524.29,1264.0071630363818,"1,184.23",1187.93,"1,189.38","1,180.22",,-0.24%,0.06404178953000739
2021-10-01,54920000,43820.01,1253.30870531522,"1,180.35",1184.78,"1,189.05","1,179.20",,-0.33%,0.05784086945696254
2021-10-04,58004000,48200.01,1203.4022399580415,"1,184.12",1179.9,"1,185.97","1,178.41",,0.32%,0.019918840544149052
2021-10-05,60635000,49224.93,1231.7945398805036,"1,186.48",1184.45,"1,189.12","1,183.83",,0.20%,0.03997175050065738
2021-10-06,61412000,51471.99,1193.1149349384004,"1,190.21",1186.69,"1,197.94","1,185.90",,0.31%,0.005414164557214107
2021-10-07,66200000,55315.0,1196.7820663472835,"1,190.88",1190.74,"1,192.08","1,188.15",,0.06%,0.005074211286496988
2021-10-08,67933000,53785.22,1263.0421517286718,"1,196.79",1191.33,"1,197.61","1,190.35",,0.50%,0.060195035572571776
2021-10-11,69201000,54659.01,1266.049275316183,"1,195.30",1196.54,"1,196.99","1,191.89",,-0.12%,0.05809189439231699
2021-10-12,70738000,57471.35,1230.8393660493446,"1,197.29",1195.75,"1,200.90","1,195.38",,0.17%,0.02934506882654775
2021-10-13,67279000,55996.91,1201.4770100707342,"1,186.18",1197.92,"1,199.49","1,186.30",,-0.93%,0.0029693218835431523
2021-10-14,70027000,57370.83,1220.6028743178372,"1,181.69",1186.87,"1,190.94","1,181.76",,-0.38%,0.028421709469307777
2021-10-15,72131000,57347.94,1257.7783962248686,"1,182.07",1182.23,"1,185.31","1,180.87",,0.03%,0.06390329819482554
2021-10-18,76205000,61528.32,1238.5353606274314,"1,185.47",1182.49,"1,188.85","1,182.39",,0.29%,0.04739605461985419
2021-10-19,76696000,62005.6,1236.9205362096327,"1,175.13",1185.89,"1,186.04","1,173.73",,-0.87%,0.043031424676515106
2021-10-20,78467000,64280.59,1220.6950807389917,"1,175.63",1175.61,"1,179.26","1,172.01",,0.04%,0.038350371925206295
2021-10-21,80071000,66001.4,1213.1712357616657,"1,177.78",1175.81,"1,180.03","1,172.98",,0.18%,0.031774891999273525
2021-10-22,77502000,62193.15,1246.150098523712,"1,177.48",1177.86,"1,181.70","1,173.64",,-0.03%,0.05797811159536104
2021-10-25,76090000,60852.22,1250.406312210138,"1,168.02",1177.44,"1,178.96","1,166.96",,-0.80%,0.06197030184989294
2021-10-26,75626000,63078.78,1198.9134856444591,"1,167.95",1168.13,"1,170.47","1,163.75",,-0.01%,0.02635279090893916
2021-10-27,72848000,60328.81,1207.5159447036997,"1,172.05",1168.06,"1,174.09","1,165.45",,0.35%,0.03377903935046134
