Date,Open,High,Low,Close,Volume
2018-01-02,13382.16,13850.0,13382.16,13750.01,466.596114
2018-01-03,14690.0,14926.22,14660.0,14774.53,661.468616
2018-01-04,14919.51,14948.0,14710.25,14753.76,820.84674
2018-01-05,15059.56,15096.99,14802.0,14906.01,701.283048
2018-01-06,16960.39,16999.0,16677.98,16998.0,830.785144
2018-01-07,17069.79,17099.96,16800.0,17009.09,723.097184
2018-01-08,16218.85,16322.3,15908.06,15948.96,581.369323
2018-01-09,14902.54,15290.0,14811.0,15245.89,629.83399
2018-01-10,14401.0,14480.0,13750.0,13989.04,1151.731682
2018-01-11,14940.0,14968.68,14513.11,14567.04,559.031691
2018-01-12,13238.76,13238.76,12500.0,12974.12,1512.63777
2018-01-13,13749.95,14149.0,13706.15,14060.01,744.171115
2018-01-14,14210.0,14274.99,14109.77,14239.79,260.314665
2018-01-15,13477.98,13733.52,13460.3,13689.94,469.651827
2018-01-16,13500.0,13542.93,12900.08,13139.86,2001.071815
2018-01-17,10899.99,11488.88,10593.0,10700.07,4251.582443
2018-01-18,10972.59,11159.0,10650.0,11150.0,2113.218595
2018-01-19,10960.0,11358.0,10833.0,11280.06,1321.836521
2018-01-20,11474.98,11586.0,11412.45,11545.78,849.242248
2018-01-21,12799.8,12799.8,12201.16,12205.0,1966.860757
2018-01-22,11530.0,11770.0,11442.67,11750.11,1752.54028
2018-01-23,10760.05,10888.0,10525.99,10748.11,1399.039844
2018-01-24,10799.14,10894.08,10512.0,10579.61,1310.224819
2018-01-25,11349.96,11397.0,11275.01,11297.94,783.187417
2018-01-26,11184.7,11391.0,11160.43,11370.94,636.976786
2018-01-27,11089.0,11251.0,11054.62,11109.9,661.553951
2018-01-28,11499.98,11620.0,11465.18,11539.96,485.483569
2018-01-29,11879.95,11975.02,11845.28,11891.73,403.083307
2018-01-30,11250.11,11308.42,11200.0,11216.02,269.760067
2018-01-31,10230.0,10237.51,9768.0,9829.99,1886.935967
2018-02-01,10285.1,10335.0,10215.07,10263.18,594.44129
2018-02-02,9224.52,9250.0,8834.6,8860.03,1874.359381
2018-02-03,8873.03,8920.0,8730.0,8826.0,728.24941
2018-02-04,9199.96,9225.0,9030.39,9057.26,620.619041
2018-02-05,8179.99,8342.05,8165.03,8229.89,1069.443347
2018-02-06,6939.63,7150.0,6860.0,6983.17,2594.552502
2018-02-07,7655.02,7770.0,7388.0,7541.06,3101.410682
2018-02-08,7599.0,7844.0,7572.09,7784.02,1521.537318
2018-02-10,8683.93,8897.11,8601.0,8879.6,2751.482468
2018-02-11,8533.99,8549.0,8258.98,8378.1,1951.232464
2018-02-12,8063.82,8270.42,8053.0,8198.42,1867.041046
2018-02-13,8903.0,8950.0,8833.0,8916.0,1585.465116
2018-02-14,8535.17,8649.6,8533.0,8616.73,967.001893
2018-02-15,9449.98,9464.0,9301.5,9337.28,1764.374825
2018-02-16,10000.89,10240.84,9980.0,10240.84,1618.67324
2018-02-17,10156.07,10193.25,10050.0,10167.0,1428.869983
2018-02-18,11039.55,11098.86,10945.0,11098.86,1481.919906
2018-02-19,10375.01,10484.99,10270.33,10430.0,2060.23525
2018-02-20,11147.11,11432.85,11141.0,11409.0,3208.058581
2018-02-21,11195.07,11200.0,10811.7,11091.82,6392.813746
2018-02-22,10439.02,10493.33,10296.0,10480.02,1636.919746
2018-02-23,9815.55,9818.18,9613.01,9641.79,3201.250729
2018-02-24,10131.04,10341.74,10081.41,10323.64,1790.383332
2018-02-25,9694.51,9695.0,9545.0,9602.38,946.131517
2018-02-26,9590.0,9620.05,9510.06,9578.99,742.739472
2018-02-27,10321.0,10419.7,10295.1,10372.13,897.450297
2018-02-28,10584.33,10686.01,10551.0,10663.1,766.721063
2018-03-01,10325.64,10421.0,10240.0,10410.0,1500.318473
2018-03-02,10923.36,11087.8,10920.0,11046.06,1309.341841
2018-03-03,11038.99,11120.0,11015.01,11106.29,606.288799
2018-03-04,11464.47,11470.0,11350.01,11370.01,547.393066
2018-03-05,11515.0,11529.17,11436.0,11494.99,569.713871
